job_name,job_salary,job_area,com_name,com_type,com_size,education,work_year,job_benefits,category_path,crawl_time,salary_min_k,salary_max_k,salary_avg_k,salary_months,annual_salary_avg_k,salary_type,city,district,business_area,company_type_clean,company_size_clean,industry,category,subcategory,position
金融工程组量化研究员(机器学习及NLP方向),1-2万,上海·浦东·陆家嘴,中信建投期货有限公司,国企,500-999人,硕士,经验不限,"期货研究, 量化策略研究, 风险模型研究",技术-人工智能/算法-机器学习,2026-05-20 17:51:04,10.0,20.0,15.0,12.0,180.0,monthly,上海,浦东,陆家嘴,国企,500-999人,未知,技术,人工智能/算法,机器学习
机器视觉工程师,7000-12000元,上海·闵行·马桥,衡视智能科技(上海)有限公司,民营,20人以下,大专,1-3年,"图像识别产品, OpenCV, 算法优化, 机器视觉项目管理",技术-人工智能/算法-机器学习,2026-05-20 17:51:05,7.0,12.0,9.5,12.0,114.0,monthly,上海,闵行,马桥,民营,20人以下,未知,技术,人工智能/算法,机器学习
机器视觉算法工程师,250-500元/天,上海·奉贤·奉城,上海研润光机科技有限公司,民营,20-99人,硕士,经验不限,"机器人, 图像识别产品, 智能硬件, CCD, C++",技术-人工智能/算法-机器学习,2026-05-20 17:51:05,5.44,10.88,8.16,12.0,97.88,daily,上海,奉贤,奉城,民营,20-99人,未知,技术,人工智能/算法,机器学习
【实习】机器学习平台研发实习生,面议,上海·杨浦·大桥,北京三快在线科技有限公司,上市公司,10000人以上,本科,经验不限,,技术-人工智能/算法-机器学习,2026-05-20 17:51:04,,,,,,negotiable,上海,杨浦,大桥,上市公司,10000人以上,未知,技术,人工智能/算法,机器学习
（国企）多模态、VLA、世界模型,8-12万,上海·浦东·川沙新,外企德科数字技术有限公司,合资,1000-9999人,硕士,5-10年,"多模态算法, 大模型算法, 智能驾驶",技术-人工智能/算法-深度学习,2026-05-20 17:51:54,80.0,120.0,100.0,12.0,1200.0,monthly,上海,浦东,川沙新,合资,1000-9999人,未知,技术,人工智能/算法,深度学习
深度学习算法工程师(J11743),4-7万·14薪,上海·普陀·桃浦,烟台睿创微纳技术股份有限公司,民营,1000-9999人,硕士,5-10年,"深度学习算法, 深度学习, 图像算法",技术-人工智能/算法-深度学习,2026-05-20 17:51:53,40.0,70.0,55.0,14.0,770.0,monthly,上海,普陀,桃浦,民营,1000-9999人,未知,技术,人工智能/算法,深度学习
深度学习算法工程师,3-6万,上海·青浦·香花桥,江西众加利高科技股份有限公司,上市公司,100-299人,本科,1-3年,"图像算法, 目标检测跟踪, 图像分割, PyTorch, TensorFlow",技术-人工智能/算法-深度学习,2026-05-20 17:51:53,30.0,60.0,45.0,12.0,540.0,monthly,上海,青浦,香花桥,上市公司,100-299人,未知,技术,人工智能/算法,深度学习
AI算法工程师（机器学习/深度学习方向）(J13012),3-4.5万·15薪,上海·浦东·张江,中芯国际集成电路制造(上海)有限公司,上市公司,10000人以上,硕士,经验不限,"深度学习, 机器学习, 大模型算法",技术-人工智能/算法-深度学习,2026-05-20 17:51:53,30.0,45.0,37.5,15.0,562.5,monthly,上海,浦东,张江,上市公司,10000人以上,未知,技术,人工智能/算法,深度学习
Vibe Coding 专家 / AI 编程提效专家,2.5-4.5万,上海·虹口·广中路,软通动力信息技术(集团)股份有限公司,上市公司,10000人以上,本科,10年以上,"大模型算法, 知识图谱",技术-人工智能/算法-深度学习,2026-05-20 17:51:54,25.0,45.0,35.0,12.0,420.0,monthly,上海,虹口,广中路,上市公司,10000人以上,未知,技术,人工智能/算法,深度学习
音频算法工程师,2.5-4.5万·14薪,上海·浦东·洋泾,大连弗斯特高新人才发展管理有限公司,民营,100-299人,硕士,5-10年,"Python, C++, 深度学习, 语音识别",技术-人工智能/算法-深度学习,2026-05-20 17:52:02,25.0,45.0,35.0,14.0,490.0,monthly,上海,浦东,洋泾,民营,100-299人,未知,技术,人工智能/算法,深度学习
机器学习算法工程师,2-4万,上海·浦东·康桥,九章(济南)量子科技有限公司,股份制企业,20-99人,硕士,经验不限,"机器学习, Python",技术-人工智能/算法-深度学习,2026-05-20 17:51:53,20.0,40.0,30.0,12.0,360.0,monthly,上海,浦东,康桥,股份制企业,20-99人,未知,技术,人工智能/算法,深度学习
机器学习工程师,2-4万,上海·浦东·洋泾,上海中智人才顾问咨询有限公司,国企,20-99人,本科,3-5年,"自然语言处理, 机器视觉, 搜索/推荐算法",技术-人工智能/算法-深度学习,2026-05-20 17:51:53,20.0,40.0,30.0,12.0,360.0,monthly,上海,浦东,洋泾,国企,20-99人,未知,技术,人工智能/算法,深度学习
AI算法/机器学习/大模型（算法工程师）,2-4万·14薪,上海·青浦·金泽,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,深度学习,技术-人工智能/算法-深度学习,2026-05-20 17:51:53,20.0,40.0,30.0,14.0,420.0,monthly,上海,青浦,金泽,合资,10000人以上,未知,技术,人工智能/算法,深度学习
强化学习算法工程师,2-4万,上海·浦东·泥城,中曼石油,股份制企业,1000-9999人,硕士,1-3年,"人工神经网络, 强化学习, 深度学习, 数据建模",技术-人工智能/算法-深度学习,2026-05-20 17:51:54,20.0,40.0,30.0,12.0,360.0,monthly,上海,浦东,泥城,股份制企业,1000-9999人,未知,技术,人工智能/算法,深度学习
算法工程师,2-4万,上海·浦东·金桥,武创大智科学技术(上海)有限公司,国企,20-99人,本科,3-5年,,技术-人工智能/算法-深度学习,2026-05-20 17:51:54,20.0,40.0,30.0,12.0,360.0,monthly,上海,浦东,金桥,国企,20-99人,未知,技术,人工智能/算法,深度学习
图像算法工程师,2-4万·14薪,上海·浦东·洋泾,大连弗斯特高新人才发展管理有限公司,民营,100-299人,硕士,3-5年,"图像识别产品, Python, C++, 智慧农业",技术-人工智能/算法-深度学习,2026-05-20 17:52:21,20.0,40.0,30.0,14.0,420.0,monthly,上海,浦东,洋泾,民营,100-299人,未知,技术,人工智能/算法,深度学习
高级深度学习算法工程师,2.3-3.5万,上海·松江·洞泾,上海朗惠包装机械有限公司,合资,100-299人,本科,5-10年,机器视觉,技术-人工智能/算法-深度学习,2026-05-20 17:51:53,23.0,35.0,29.0,12.0,348.0,monthly,上海,松江,洞泾,合资,100-299人,未知,技术,人工智能/算法,深度学习
深度学习算法工程师,2-3.5万,上海·浦东·张江,图漾科技,民营,100-299人,硕士,3-5年,"机器视觉, 图像算法, 深度学习, PyTorch, OpenCV",技术-人工智能/算法-深度学习,2026-05-20 17:51:53,20.0,35.0,27.5,12.0,330.0,monthly,上海,浦东,张江,民营,100-299人,未知,技术,人工智能/算法,深度学习
NLP/CV/语音/深度学习/算法岗（接受应届+考研失败）,1.8-3.5万·16薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C++, C语言, 主题模型, PyTorch",技术-人工智能/算法-深度学习,2026-05-20 17:51:52,18.0,35.0,26.5,16.0,424.0,monthly,上海,浦东,金桥,合资,10000人以上,未知,技术,人工智能/算法,深度学习
AI工程师-机器学习,1.5-3万·14薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"机器视觉, 图像算法, 智能驾驶, Python, C++, C语言",技术-人工智能/算法-深度学习,2026-05-20 17:51:53,15.0,30.0,22.5,14.0,315.0,monthly,上海,浦东,金桥,合资,10000人以上,未知,技术,人工智能/算法,深度学习
3D多人动作捕捉算法开发工程师,1.5-3万,上海·静安·彭浦,上海晨雨信息科技有限公司,其它,20-99人,大专,3-5年,"图像算法, 时序动作重建, MEDIAPIPE 姿态优化",技术-人工智能/算法-深度学习,2026-05-20 17:51:54,15.0,30.0,22.5,12.0,270.0,monthly,上海,静安,彭浦,其它,20-99人,未知,技术,人工智能/算法,深度学习
人工智能/机器学习工程师,1.5-2.5万,上海·杨浦·新江湾城,爱多邦(北京)信息技术服务有限公司,民营,100-299人,本科,5-10年,"自然语言处理, 机器视觉, 集成学习, 分类回归, 聚类算法",技术-人工智能/算法-深度学习,2026-05-20 17:51:54,15.0,25.0,20.0,12.0,240.0,monthly,上海,杨浦,新江湾城,民营,100-299人,未知,技术,人工智能/算法,深度学习
ai深度学习算法工程师,1.5-2.4万,上海·宝山·杨行,上海慧铂信息技术有限公司,民营,300-499人,本科,经验不限,"自然语言处理, 图像算法, PyTorch, 人工神经网络, OpenCV",技术-人工智能/算法-深度学习,2026-05-20 17:51:53,15.0,24.0,19.5,12.0,234.0,monthly,上海,宝山,杨行,民营,300-499人,未知,技术,人工智能/算法,深度学习
上位机软件工程师,1.2-2万,上海·闵行·江川路,上海钜蛟光电科技有限公司,20-99人,仪器仪表,本科,3-5年,"C#, C语言, LabVIEW, 图形图像处理, QT开发, Qt",技术-人工智能/算法-深度学习,2026-05-20 17:51:54,12.0,20.0,16.0,12.0,192.0,monthly,上海,闵行,江川路,仪器仪表,20-99人,未知,技术,人工智能/算法,深度学习
模仿学习感知高级设计师,1.2-1.6万,上海·徐汇·虹梅路,中国电子科技集团公司第二十一研究所,事业单位,500-999人,硕士,经验不限,"Python, C++, 图像算法, 导航算法, 机器视觉",技术-人工智能/算法-深度学习,2026-05-20 17:51:54,12.0,16.0,14.0,12.0,168.0,monthly,上海,徐汇,虹梅路,事业单位,500-999人,未知,技术,人工智能/算法,深度学习
深度学习算法工程师,1.1-1.3万·13薪,上海·杨浦·定海路,上海术源信息科技有限公司,民营,20-99人,硕士,经验不限,,技术-人工智能/算法-深度学习,2026-05-20 17:51:53,11.0,13.0,12.0,13.0,156.0,monthly,上海,杨浦,定海路,民营,20-99人,未知,技术,人工智能/算法,深度学习
高阶大模型算法工程师（驻场广州佛山）,3.5-6万,上海·浦东·潍坊新村,北京可利邦信息技术股份有限公司,民营,100-299人,本科,经验不限,"文本分析, 句法分析, 舆情分析, 语义分析, TensorFlow",技术-人工智能/算法-算法工程师,2026-05-20 17:50:13,35.0,60.0,47.5,12.0,570.0,monthly,上海,浦东,潍坊新村,民营,100-299人,未知,技术,人工智能/算法,算法工程师
图像算法工程师-北京/上海/武汉-深圳-00075,3-5.5万,上海·浦东·花木,深圳中科飞测科技股份有限公司,上市公司,500-999人,硕士,5-10年,图像识别产品,技术-人工智能/算法-算法工程师,2026-05-20 17:50:13,30.0,55.0,42.5,12.0,510.0,monthly,上海,浦东,花木,上市公司,500-999人,未知,技术,人工智能/算法,算法工程师
执行算法工程师,2.5-5万,上海·浦东·花木,上海洛书投资管理有限公司,民营,20-99人,本科,经验不限,Python,技术-人工智能/算法-算法工程师,2026-05-20 17:50:12,25.0,50.0,37.5,12.0,450.0,monthly,上海,浦东,花木,民营,20-99人,未知,技术,人工智能/算法,算法工程师
音频算法工程师,2.5-4.5万·14薪,上海·浦东·洋泾,大连弗斯特高新人才发展管理有限公司,民营,100-299人,硕士,5-10年,"Python, C++, 深度学习, 语音识别",技术-人工智能/算法-算法工程师,2026-05-20 17:50:12,25.0,45.0,35.0,14.0,490.0,monthly,上海,浦东,洋泾,民营,100-299人,未知,技术,人工智能/算法,算法工程师
控制算法工程师,2.5-4万·14薪,上海·嘉定,上光通信技术(上海)有限公司,其它,100-299人,硕士,3-5年,"航天器动力学与控制理论, 高精度动态指向算法",技术-人工智能/算法-算法工程师,2026-05-20 17:50:13,25.0,40.0,32.5,14.0,455.0,monthly,上海,嘉定,,其它,100-299人,未知,技术,人工智能/算法,算法工程师
算法工程师,2-4万,上海·浦东·金桥,武创大智科学技术(上海)有限公司,国企,20-99人,本科,3-5年,,技术-人工智能/算法-算法工程师,2026-05-20 17:50:12,20.0,40.0,30.0,12.0,360.0,monthly,上海,浦东,金桥,国企,20-99人,未知,技术,人工智能/算法,算法工程师
图像算法工程师,2-4万·14薪,上海·浦东·洋泾,大连弗斯特高新人才发展管理有限公司,民营,100-299人,硕士,3-5年,"图像识别产品, Python, C++, 智慧农业",技术-人工智能/算法-算法工程师,2026-05-20 17:50:12,20.0,40.0,30.0,14.0,420.0,monthly,上海,浦东,洋泾,民营,100-299人,未知,技术,人工智能/算法,算法工程师
运筹算法工程师,2-4万,上海·浦东·康桥,九章(济南)量子科技有限公司,股份制企业,20-99人,硕士,经验不限,"Python, 机器学习, 深度学习, CPLEX、GUROBI",技术-人工智能/算法-算法工程师,2026-05-20 17:50:14,20.0,40.0,30.0,12.0,360.0,monthly,上海,浦东,康桥,股份制企业,20-99人,未知,技术,人工智能/算法,算法工程师
机器学习算法工程师,2-4万,上海·浦东·康桥,九章(济南)量子科技有限公司,股份制企业,20-99人,硕士,经验不限,"机器学习, Python",技术-人工智能/算法-算法工程师,2026-05-20 17:50:45,20.0,40.0,30.0,12.0,360.0,monthly,上海,浦东,康桥,股份制企业,20-99人,未知,技术,人工智能/算法,算法工程师
量子算法工程师,2-4万,上海·浦东·康桥,九章(济南)量子科技有限公司,股份制企业,20-99人,硕士,1-3年,"Python, 机器学习, 深度学习, CPLEX、GUROBI",技术-人工智能/算法-算法工程师,2026-05-20 17:50:54,20.0,40.0,30.0,12.0,360.0,monthly,上海,浦东,康桥,股份制企业,20-99人,未知,技术,人工智能/算法,算法工程师
算法工程师,2.5-3万,上海·徐汇·枫林路,上海船舶工艺研究所(中国船舶集团有限公司第十一研究所),事业单位,300-499人,硕士,3-5年,"计算机视觉算法, 安全应用, 智慧监控",技术-人工智能/算法-算法工程师,2026-05-20 17:50:12,25.0,30.0,27.5,12.0,330.0,monthly,上海,徐汇,枫林路,事业单位,300-499人,未知,技术,人工智能/算法,算法工程师
图像处理算法工程师,1.5-3万,上海·浦东·金桥,上海聪鸣路智能科技有限公司,民营,20-99人,本科,经验不限,"图像处理, 图像识别产品, 智能硬件, 机器人, OpenCV",技术-人工智能/算法-算法工程师,2026-05-20 17:50:13,15.0,30.0,22.5,12.0,270.0,monthly,上海,浦东,金桥,民营,20-99人,未知,技术,人工智能/算法,算法工程师
"AI算法工程师((14薪,六险一金,接受考公考研失败/25届)",1.5-3万·14薪,上海·青浦·金泽,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"大模型算法, 自然语言处理, Python, C++, Java",技术-人工智能/算法-算法工程师,2026-05-20 17:50:14,15.0,30.0,22.5,14.0,315.0,monthly,上海,青浦,金泽,合资,10000人以上,未知,技术,人工智能/算法,算法工程师
算法工程师,1.5-3万,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"多模态算法, 大模型算法, Python, C++, Java",技术-人工智能/算法-算法工程师,2026-05-20 17:50:23,15.0,30.0,22.5,12.0,270.0,monthly,上海,浦东,金桥,合资,10000人以上,未知,技术,人工智能/算法,算法工程师
算法工程师,1.5-3万·16薪,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"机器学习, 图像算法, 大模型算法, GPT, RoBERTa",技术-人工智能/算法-算法工程师,2026-05-20 17:50:34,15.0,30.0,22.5,16.0,360.0,monthly,上海,浦东,金桥,合资,10000人以上,未知,技术,人工智能/算法,算法工程师
运动控制算法工程师,1.8-2.5万,上海·闵行·江川路,上海飒智智能科技有限公司,民营,100-299人,本科,3-5年,"C/C++, 规控算法, 运动控制算法",技术-人工智能/算法-算法工程师,2026-05-20 17:50:23,18.0,25.0,21.5,12.0,258.0,monthly,上海,闵行,江川路,民营,100-299人,未知,技术,人工智能/算法,算法工程师
ai机器视觉算法工程师,1.4-2.8万,上海·浦东·金桥,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"机器人, 图像识别产品, 人脸识别产品",技术-人工智能/算法-算法工程师,2026-05-20 17:50:13,14.0,28.0,21.0,12.0,252.0,monthly,上海,浦东,金桥,合资,10000人以上,未知,技术,人工智能/算法,算法工程师
